id,kanji,yomi,flag_1年生,flag_2年生,flag_3年生,flag_4年生,flag_5年生,flag_6年生,flag_BLEACH,flag_四字熟語,flag_難読,flag_地名,flag_ファントムシータ,note
1843,踵,かかと,,,,,,,,,1,,,追加：難読漢字
1844,膝,ひざ,,,,,,,,,1,,,追加：難読漢字
1845,肘,ひじ,,,,,,,,,1,,,追加：難読漢字
1846,顎,あご,,,,,,,,,1,,,追加：難読漢字
1847,喉,のど,,,,,,,,,1,,,追加：難読漢字
1848,脛,すね,,,,,,,,,1,,,追加：難読漢字
1849,腿,もも,,,,,,,,,1,,,追加：難読漢字
1850,額,ひたい,,,,,,,,,1,,,追加：難読漢字
1851,掌,てのひら,,,,,,,,,1,,,追加：難読漢字
1852,瞼,まぶた,,,,,,,,,1,,,追加：難読漢字
1853,睫,まつげ,,,,,,,,,1,,,追加：難読漢字
1854,頬,ほほ|ほお,,,,,,,,,1,,,追加：難読漢字
1855,項,うなじ,,,,,,,,,1,,,追加：難読漢字
1856,鳩尾,みぞおち,,,,,,,,,1,,,追加：難読漢字
1857,臍,へそ,,,,,,,,,1,,,追加：難読漢字
1858,腋,わき,,,,,,,,,1,,,追加：難読漢字
1859,脹脛,ふくらはぎ,,,,,,,,,1,,,追加：難読漢字
1860,踵骨,かかと,,,,,,,,,1,,,追加：難読漢字
1861,眉,まゆ,,,,,,,,,1,,,追加：難読漢字
1862,唇,くちびる,,,,,,,,,1,,,追加：難読漢字
1863,瞳,ひとみ,,,,,,,,,1,,,追加：難読漢字
1864,涙,なみだ,,,,,,,,,1,,,追加：難読漢字
1865,汗,あせ,,,,,,,,,1,,,追加：難読漢字
1866,欠片,かけら,,,,,,,,,1,,,追加：難読漢字
1867,悪戯,いたずら,,,,,,,,,1,,,追加：難読漢字
1868,悪寒,おかん,,,,,,,,,1,,,追加：難読漢字
1869,挨拶,あいさつ,,,,,,,,,1,,,追加：難読漢字
1870,曖昧,あいまい,,,,,,,,,1,,,追加：難読漢字
1871,案山子,かかし,,,,,,,,,1,,,追加：難読漢字
1872,生憎,あいにく,,,,,,,,,1,,,追加：難読漢字
1873,海士,あま,,,,,,,,,1,,,追加：難読漢字
1874,息吹,いぶき,,,,,,,,,1,,,追加：難読漢字
1875,許嫁,いいなずけ,,,,,,,,,1,,,追加：難読漢字
1876,徒,いたずら,,,,,,,,,1,,,追加：難読漢字
1877,従兄弟,いとこ,,,,,,,,,1,,,追加：難読漢字
1878,従姉妹,いとこ,,,,,,,,,1,,,追加：難読漢字
1879,従兄,いとこ|じゅうけい,,,,,,,,,1,,,追加：難読漢字
1880,従弟,いとこ|じゅうてい,,,,,,,,,1,,,追加：難読漢字
1881,従姉,いとこ|じゅうし,,,,,,,,,1,,,追加：難読漢字
1882,従妹,いとこ|じゅうまい,,,,,,,,,1,,,追加：難読漢字
1883,稲妻,いなずま,,,,,,,,,1,,,追加：難読漢字
1884,刺青,いれずみ,,,,,,,,,1,,,追加：難読漢字
1885,団扇,うちわ,,,,,,,,,1,,,追加：難読漢字
1886,独活,うど,,,,,,,,,1,,,追加：難読漢字
1887,空蝉,うつせみ,,,,,,,,,1,,,追加：難読漢字
1888,乳母,うば,,,,,,,,,1,,,追加：難読漢字
1889,浮気,うわき,,,,,,,,,1,,,追加：難読漢字
1890,噂,うわさ,,,,,,,,,1,,,追加：難読漢字
1891,笑窪,えくぼ,,,,,,,,,1,,,追加：難読漢字
1892,会釈,えしゃく,,,,,,,,,1,,,追加：難読漢字
1893,老舗,しにせ,,,,,,,,,1,,,追加：難読漢字
1894,十八番,おはこ,,,,,,,,,1,,,追加：難読漢字
1895,大凡,おおよそ,,,,,,,,,1,,,追加：難読漢字
1896,大袈裟,おおげさ,,,,,,,,,1,,,追加：難読漢字
1897,大晦日,おおみそか,,,,,,,,,1,,,追加：難読漢字
1898,可笑しい,おかしい,,,,,,,,,1,,,追加：難読漢字
1899,叔母,おば,,,,,,,,,1,,,追加：難読漢字
1900,伯母,おば,,,,,,,,,1,,,追加：難読漢字
1901,叔父,おじ,,,,,,,,,1,,,追加：難読漢字
1902,伯父,おじ,,,,,,,,,1,,,追加：難読漢字
1903,お神籤,おみくじ,,,,,,,,,1,,,追加：難読漢字
1904,御御籤,おみくじ,,,,,,,,,1,,,追加：難読漢字
1905,玩具,おもちゃ,,,,,,,,,1,,,追加：難読漢字
1906,母屋,おもや,,,,,,,,,1,,,追加：難読漢字
1907,陽炎,かげろう,,,,,,,,,1,,,追加：難読漢字
1908,河岸,かし,,,,,,,,,1,,,追加：難読漢字
1909,鍛冶,かじ,,,,,,,,,1,,,追加：難読漢字
1910,固唾,かたず,,,,,,,,,1,,,追加：難読漢字
1911,門出,かどで,,,,,,,,,1,,,追加：難読漢字
1912,金槌,かなづち,,,,,,,,,1,,,追加：難読漢字
1913,庇,ひさし,,,,,,,,,1,,,追加：難読漢字
1914,神楽,かぐら,,,,,,,,,1,,,追加：難読漢字
1915,硝子,がらす,,,,,,,,,1,,,追加：難読漢字
1916,瓦,かわら,,,,,,,,,1,,,追加：難読漢字
1917,川面,かわも,,,,,,,,,1,,,追加：難読漢字
1918,如月,きさらぎ,,,,,,,,,1,,,追加：難読漢字
1919,如雨露,じょうろ,,,,,,,,,1,,,追加：難読漢字
1920,煙管,きせる,,,,,,,,,1,,,追加：難読漢字
1921,昨夜,ゆうべ,,,,,,,,,1,,,追加：難読漢字
1922,木綿,もめん,,,,,,,,,1,,,追加：難読漢字
1923,果物,くだもの,,,,,,,,,1,,,追加：難読漢字
1924,今宵,こよい,,,,,,,,,1,,,追加：難読漢字
1925,細雪,ささめゆき,,,,,,,,,1,,,追加：難読漢字
1926,竹刀,しない,,,,,,,,,1,,,追加：難読漢字
1927,時化,しけ,,,,,,,,,1,,,追加：難読漢字
1928,仕草,しぐさ,,,,,,,,,1,,,追加：難読漢字
1929,東雲,しののめ,,,,,,,,,1,,,追加：難読漢字
1930,注連縄,しめなわ,,,,,,,,,1,,,追加：難読漢字
1931,師走,しわす,,,,,,,,,1,,,追加：難読漢字
1932,数珠,じゅず,,,,,,,,,1,,,追加：難読漢字
1933,白髪,しらが,,,,,,,,,1,,,追加：難読漢字
1934,白粉,おしろい,,,,,,,,,1,,,追加：難読漢字
1935,素面,しらふ,,,,,,,,,1,,,追加：難読漢字
1936,尻尾,しっぽ,,,,,,,,,1,,,追加：難読漢字
1937,砂利,じゃり,,,,,,,,,1,,,追加：難読漢字
1938,数寄屋,すきや,,,,,,,,,1,,,追加：難読漢字
1939,雀斑,そばかす,,,,,,,,,1,,,追加：難読漢字
1940,台詞,せりふ,,,,,,,,,1,,,追加：難読漢字
1941,草履,ぞうり,,,,,,,,,1,,,追加：難読漢字
1942,雑魚,ざこ,,,,,,,,,1,,,追加：難読漢字
1943,太刀,たち,,,,,,,,,1,,,追加：難読漢字
1944,雪洞,ぼんぼり,,,,,,,,,1,,,追加：難読漢字
1945,凸凹,でこぼこ,,,,,,,,,1,,,追加：難読漢字
1946,手水,ちょうず,,,,,,,,,1,,,追加：難読漢字
1947,天晴,あっぱれ,,,,,,,,,1,,,追加：難読漢字
1948,伝馬船,てんません,,,,,,,,,1,,,追加：難読漢字
1949,十六夜,いざよい,,,,,,,,,1,,,追加：難読漢字
1950,名残,なごり,,,,,,,,,1,,,追加：難読漢字
1951,名主,なぬし,,,,,,,,,1,,,追加：難読漢字
1952,日和,ひより,,,,,,,,,1,,,追加：難読漢字
1953,燕子花,かきつばた,,,,,,,,,1,,,追加：難読漢字
1954,長閑,のどか,,,,,,,,,1,,,追加：難読漢字
1955,祝詞,のりと,,,,,,,,,1,,,追加：難読漢字
1956,暖簾,のれん,,,,,,,,,1,,,追加：難読漢字
1957,狼煙,のろし,,,,,,,,,1,,,追加：難読漢字
1958,麦酒,びーる,,,,,,,,,1,,,追加：難読漢字
1959,莫大小,めりやす,,,,,,,,,1,,,追加：難読漢字
1960,羽織,はおり,,,,,,,,,1,,,追加：難読漢字
1961,法被,はっぴ,,,,,,,,,1,,,追加：難読漢字
1962,半纏,はんてん,,,,,,,,,1,,,追加：難読漢字
1963,日向,ひなた,,,,,,,,,1,,,追加：難読漢字
1964,日陰,ひかげ,,,,,,,,,1,,,追加：難読漢字
1965,雲脂,ふけ,,,,,,,,,1,,,追加：難読漢字
1966,文月,ふみづき,,,,,,,,,1,,,追加：難読漢字
1967,懐,ふところ,,,,,,,,,1,,,追加：難読漢字
1968,辺鄙,へんぴ,,,,,,,,,1,,,追加：難読漢字
1969,反故,ほご,,,,,,,,,1,,,追加：難読漢字
1970,火影,ほかげ,,,,,,,,,1,,,追加：難読漢字
1971,行方,ゆくえ,,,,,,,,,1,,,追加：難読漢字
1972,真面目,まじめ,,,,,,,,,1,,,追加：難読漢字
1973,勿体ない,もったいない,,,,,,,,,1,,,追加：難読漢字
1974,最寄り,もより,,,,,,,,,1,,,追加：難読漢字
1975,雪花菜,おから,,,,,,,,,1,,,追加：難読漢字
1976,蚊帳,かや,,,,,,,,,1,,,追加：難読漢字
1977,蒲団,ふとん,,,,,,,,,1,,,追加：難読漢字
1978,屏風,びょうぶ,,,,,,,,,1,,,追加：難読漢字
1979,行灯,あんどん,,,,,,,,,1,,,追加：難読漢字
1980,箪笥,たんす,,,,,,,,,1,,,追加：難読漢字
1981,厨子,ずし,,,,,,,,,1,,,追加：難読漢字
1982,為体,ていたらく,,,,,,,,,1,,,追加：難読漢字
1983,拙い,つたない,,,,,,,,,1,,,追加：難読漢字
1984,掌る,つかさどる,,,,,,,,,1,,,追加：難読漢字
1985,躊躇う,ためらう,,,,,,,,,1,,,追加：難読漢字
1986,漸く,ようやく,,,,,,,,,1,,,追加：難読漢字
1987,弁える,わきまえる,,,,,,,,,1,,,追加：難読漢字
1988,論う,あげつらう,,,,,,,,,1,,,追加：難読漢字
1989,慮る,おもんぱかる,,,,,,,,,1,,,追加：難読漢字
1990,遡る,さかのぼる,,,,,,,,,1,,,追加：難読漢字
1991,挫く,くじく,,,,,,,,,1,,,追加：難読漢字
1992,嗜む,たしなむ,,,,,,,,,1,,,追加：難読漢字
1993,纏う,まとう,,,,,,,,,1,,,追加：難読漢字
1994,寛ぐ,くつろぐ,,,,,,,,,1,,,追加：難読漢字
1995,嘲る,あざける,,,,,,,,,1,,,追加：難読漢字
1996,諦める,あきらめる,,,,,,,,,1,,,追加：難読漢字
1997,咎める,とがめる,,,,,,,,,1,,,追加：難読漢字
1998,蔑む,さげすむ,,,,,,,,,1,,,追加：難読漢字
1999,妬む,ねたむ,,,,,,,,,1,,,追加：難読漢字
2000,憧れる,あこがれる,,,,,,,,,1,,,追加：難読漢字
2001,労る,いたわる,,,,,,,,,1,,,追加：難読漢字
2002,労う,ねぎらう,,,,,,,,,1,,,追加：難読漢字
2003,儚い,はかない,,,,,,,,,1,,,追加：難読漢字
2004,逞しい,たくましい,,,,,,,,,1,,,追加：難読漢字
2005,麗しい,うるわしい,,,,,,,,,1,,,追加：難読漢字
2006,相応しい,ふさわしい,,,,,,,,,1,,,追加：難読漢字
2007,恭しい,うやうやしい,,,,,,,,,1,,,追加：難読漢字
2008,夥しい,おびただしい,,,,,,,,,1,,,追加：難読漢字
2009,煩わしい,わずらわしい,,,,,,,,,1,,,追加：難読漢字
2010,潔い,いさぎよい,,,,,,,,,1,,,追加：難読漢字
2011,悪逆非道,あくぎゃくひどう,,,,,,,,1,,,,追加：四字熟語
2012,悪事千里,あくじせんり,,,,,,,,1,,,,追加：四字熟語
2013,悪口罵詈,あっこうばり,,,,,,,,1,,,,追加：四字熟語
2014,阿諛追従,あゆついしょう,,,,,,,,1,,,,追加：四字熟語
2015,意気衝天,いきしょうてん,,,,,,,,1,,,,追加：四字熟語
2016,意気阻喪,いきそそう,,,,,,,,1,,,,追加：四字熟語
2017,意志薄弱,いしはくじゃく,,,,,,,,1,,,,追加：四字熟語
2018,異曲同工,いきょくどうこう,,,,,,,,1,,,,追加：四字熟語
2019,移花接木,いかせつぼく,,,,,,,,1,,,,追加：四字熟語
2020,遺憾千万,いかんせんばん,,,,,,,,1,,,,追加：四字熟語
2021,以夷制夷,いいせいい,,,,,,,,1,,,,追加：四字熟語
2022,異類婚姻,いるいこんいん,,,,,,,,1,,,,追加：四字熟語
2023,右顧左眄,うこさべん,,,,,,,,1,,,,追加：四字熟語
2024,雲外蒼天,うんがいそうてん,,,,,,,,1,,,,追加：四字熟語
2025,永字八法,えいじはっぽう,,,,,,,,1,,,,追加：四字熟語
2026,曳尾塗中,えいびとちゅう,,,,,,,,1,,,,追加：四字熟語
2027,慧可断臂,えかだんぴ,,,,,,,,1,,,,追加：四字熟語
2028,円転滑脱,えんてんかつだつ,,,,,,,,1,,,,追加：四字熟語
2029,汚名返上,おめいへんじょう,,,,,,,,1,,,,追加：四字熟語
2030,温柔敦厚,おんじゅうとんこう,,,,,,,,1,,,,追加：四字熟語
2031,快活明朗,かいかつめいろう,,,,,,,,1,,,,追加：四字熟語
2032,海千山千,うみせんやません,,,,,,,,1,,,,追加：四字熟語
2033,開口一番,かいこういちばん,,,,,,,,1,,,,追加：四字熟語
2034,開物成務,かいぶつせいむ,,,,,,,,1,,,,追加：四字熟語
2035,隔靴掻痒,かっかそうよう,,,,,,,,1,,,,追加：四字熟語
2036,確固不動,かっこふどう,,,,,,,,1,,,,追加：四字熟語
2037,活殺自在,かっさつじざい,,,,,,,,1,,,,追加：四字熟語
2038,花紅柳緑,かこうりゅうりょく,,,,,,,,1,,,,追加：四字熟語
2039,花鳥諷詠,かちょうふうえい,,,,,,,,1,,,,追加：四字熟語
2040,画蛇添足,がだてんそく,,,,,,,,1,,,,追加：四字熟語
2041,夏炉冬扇,かろとうせん,,,,,,,,1,,,,追加：四字熟語
2042,閑雲野鶴,かんうんやかく,,,,,,,,1,,,,追加：四字熟語
2043,換骨奪胎,かんこつだったい,,,,,,,,1,,,,追加：四字熟語
2044,頑固一徹,がんこいってつ,,,,,,,,1,,,,追加：四字熟語
2045,眼光紙背,がんこうしはい,,,,,,,,1,,,,追加：四字熟語
2046,含沙射影,がんしゃせきえい,,,,,,,,1,,,,追加：四字熟語
2047,気韻生動,きいんせいどう,,,,,,,,1,,,,追加：四字熟語
2048,奇奇怪怪,ききかいかい,,,,,,,,1,,,,追加：四字熟語
2049,起居動作,ききょどうさ,,,,,,,,1,,,,追加：四字熟語
2050,気骨稜稜,きこつりょうりょう,,,,,,,,1,,,,追加：四字熟語
2051,機略縦横,きりゃくじゅうおう,,,,,,,,1,,,,追加：四字熟語
2052,挙棋不定,きょきふてい,,,,,,,,1,,,,追加：四字熟語
2053,曲学阿世,きょくがくあせい,,,,,,,,1,,,,追加：四字熟語
2054,極楽往生,ごくらくおうじょう,,,,,,,,1,,,,追加：四字熟語
2055,虚虚実実,きょきょじつじつ,,,,,,,,1,,,,追加：四字熟語
2056,欣喜雀躍,きんきじゃくやく,,,,,,,,1,,,,追加：四字熟語
2057,謹厳実直,きんげんじっちょく,,,,,,,,1,,,,追加：四字熟語
2058,空谷跫音,くうこくきょうおん,,,,,,,,1,,,,追加：四字熟語
2059,愚者一得,ぐしゃいっとく,,,,,,,,1,,,,追加：四字熟語
2060,君子三楽,くんしさんらく,,,,,,,,1,,,,追加：四字熟語
2061,軽妙洒脱,けいみょうしゃだつ,,,,,,,,1,,,,追加：四字熟語
2062,鯨飲馬食,げいいんばしょく,,,,,,,,1,,,,追加：四字熟語
2063,傾城傾国,けいせいけいこく,,,,,,,,1,,,,追加：四字熟語
2064,牽衣頓足,けんいとんそく,,,,,,,,1,,,,追加：四字熟語
2065,言行一致,げんこういっち,,,,,,,,1,,,,追加：四字熟語
2066,言文一致,げんぶんいっち,,,,,,,,1,,,,追加：四字熟語
2067,古色蒼然,こしょくそうぜん,,,,,,,,1,,,,追加：四字熟語
2068,鼓腹撃壌,こふくげきじょう,,,,,,,,1,,,,追加：四字熟語
2069,孤立無援,こりつむえん,,,,,,,,1,,,,追加：四字熟語
2070,才気煥発,さいきかんぱつ,,,,,,,,1,,,,追加：四字熟語
2071,才気縦横,さいきじゅうおう,,,,,,,,1,,,,追加：四字熟語
2072,三顧之礼,さんこのれい,,,,,,,,1,,,,追加：四字熟語
2073,山高水長,さんこうすいちょう,,,,,,,,1,,,,追加：四字熟語
2074,三綱五常,さんこうごじょう,,,,,,,,1,,,,追加：四字熟語
2075,三令五申,さんれいごしん,,,,,,,,1,,,,追加：四字熟語
2076,自家撞着,じかどうちゃく,,,,,,,,1,,,,追加：四字熟語
2077,色即是空,しきそくぜくう,,,,,,,,1,,,,追加：四字熟語
2078,時期尚早,じきしょうそう,,,,,,,,1,,,,追加：四字熟語
2079,時代錯誤,じだいさくご,,,,,,,,1,,,,追加：四字熟語
2080,七珍万宝,しっちんまんぽう,,,,,,,,1,,,,追加：四字熟語
2081,叱咤激励,しったげきれい,,,,,,,,1,,,,追加：四字熟語
2082,疾風迅雷,しっぷうじんらい,,,,,,,,1,,,,追加：四字熟語
2083,十全十美,じゅうぜんじゅうび,,,,,,,,1,,,,追加：四字熟語
2084,自由闊達,じゆうかったつ,,,,,,,,1,,,,追加：四字熟語
2085,生老病死,しょうろうびょうし,,,,,,,,1,,,,追加：四字熟語
2086,自暴自棄,じぼうじき,,,,,,,,1,,,,追加：四字熟語
2087,社交辞令,しゃこうじれい,,,,,,,,1,,,,追加：四字熟語
2088,遮二無二,しゃにむに,,,,,,,,1,,,,追加：四字熟語
2089,寂滅為楽,じゃくめついらく,,,,,,,,1,,,,追加：四字熟語
2090,衆議一決,しゅうぎいっけつ,,,,,,,,1,,,,追加：四字熟語
2091,集散離合,しゅうさんりごう,,,,,,,,1,,,,追加：四字熟語
2092,縦横無礙,じゅうおうむげ,,,,,,,,1,,,,追加：四字熟語
2093,春夏秋冬,しゅんかしゅうとう,,,,,,,,1,,,,追加：四字熟語
2094,上下左右,じょうげさゆう,,,,,,,,1,,,,追加：四字熟語
2095,情緒纏綿,じょうしょてんめん,,,,,,,,1,,,,追加：四字熟語
2096,生々流転,せいせいるてん,,,,,,,,1,,,,追加：四字熟語
2097,精励恪勤,せいれいかっきん,,,,,,,,1,,,,追加：四字熟語
2098,責任転嫁,せきにんてんか,,,,,,,,1,,,,追加：四字熟語
2099,浅学非才,せんがくひさい,,,,,,,,1,,,,追加：四字熟語
2100,先見之明,せんけんのめい,,,,,,,,1,,,,追加：四字熟語
2101,千古不易,せんこふえき,,,,,,,,1,,,,追加：四字熟語
2102,戦々恐々,せんせんきょうきょう,,,,,,,,1,,,,追加：四字熟語
2103,千篇一律,せんぺんいちりつ,,,,,,,,1,,,,追加：四字熟語
2104,粗衣粗食,そいそしょく,,,,,,,,1,,,,追加：四字熟語
2105,大義名分,たいぎめいぶん,,,,,,,,1,,,,追加：四字熟語
2106,大同団結,だいどうだんけつ,,,,,,,,1,,,,追加：四字熟語
2107,泰然自若,たいぜんじじゃく,,,,,,,,1,,,,追加：四字熟語
2108,大胆不敵,だいたんふてき,,,,,,,,1,,,,追加：四字熟語
2109,大言壮語,たいげんそうご,,,,,,,,1,,,,追加：四字熟語
2110,多岐亡羊,たきぼうよう,,,,,,,,1,,,,追加：四字熟語
2111,多士済々,たしせいせい,,,,,,,,1,,,,追加：四字熟語
2112,断簡零墨,だんかんれいぼく,,,,,,,,1,,,,追加：四字熟語
2113,知行合一,ちこうごういつ,,,,,,,,1,,,,追加：四字熟語
2114,中途半端,ちゅうとはんぱ,,,,,,,,1,,,,追加：四字熟語
2115,忠勇義烈,ちゅうゆうぎれつ,,,,,,,,1,,,,追加：四字熟語
2116,猪突猛進,ちょとつもうしん,,,,,,,,1,,,,追加：四字熟語
2117,痛快無比,つうかいむひ,,,,,,,,1,,,,追加：四字熟語
2118,低徊趣味,ていかいしゅみ,,,,,,,,1,,,,追加：四字熟語
2119,鉄心石腸,てっしんせきちょう,,,,,,,,1,,,,追加：四字熟語
2120,天地神明,てんちしんめい,,,,,,,,1,,,,追加：四字熟語
2121,当意即妙,とういそくみょう,,,,,,,,1,,,,追加：四字熟語
2122,東西南北,とうざいなんぼく,,,,,,,,1,,,,追加：四字熟語
2123,当代随一,とうだいずいいち,,,,,,,,1,,,,追加：四字熟語
2124,得意満面,とくいまんめん,,,,,,,,1,,,,追加：四字熟語
2125,読書三昧,どくしょざんまい,,,,,,,,1,,,,追加：四字熟語
2126,独断専行,どくだんせんこう,,,,,,,,1,,,,追加：四字熟語
2127,独立不羈,どくりつふき,,,,,,,,1,,,,追加：四字熟語
2128,内憂外患,ないゆうがいかん,,,,,,,,1,,,,追加：四字熟語
2129,南無三宝,なむさんぼう,,,,,,,,1,,,,追加：四字熟語
2130,日常茶飯,にちじょうさはん,,,,,,,,1,,,,追加：四字熟語
2131,如実知見,にょじつちけん,,,,,,,,1,,,,追加：四字熟語
2132,拈華微笑,ねんげみしょう,,,,,,,,1,,,,追加：四字熟語
2133,波瀾万丈,はらんばんじょう,,,,,,,,1,,,,追加：四字熟語
2134,半醒半睡,はんせいはんすい,,,,,,,,1,,,,追加：四字熟語
2135,飛花落葉,ひからくよう,,,,,,,,1,,,,追加：四字熟語
2136,被害妄想,ひがいもうそう,,,,,,,,1,,,,追加：四字熟語
2137,悲喜交々,ひきこもごも,,,,,,,,1,,,,追加：四字熟語
2138,美人薄命,びじんはくめい,,,,,,,,1,,,,追加：四字熟語
2139,飛耳長目,ひじちょうもく,,,,,,,,1,,,,追加：四字熟語
2140,皮相浅薄,ひそうせんぱく,,,,,,,,1,,,,追加：四字熟語
2141,風林火山,ふうりんかざん,,,,,,,,1,,,,追加：四字熟語
2142,不協和音,ふきょうわおん,,,,,,,,1,,,,追加：四字熟語
2143,付和雷同,ふわらいどう,,,,,,,,1,,,,追加：四字熟語
2144,物情騒然,ぶつじょうそうぜん,,,,,,,,1,,,,追加：四字熟語
2145,不偏不党,ふへんふとう,,,,,,,,1,,,,追加：四字熟語
2146,不老不死,ふろうふし,,,,,,,,1,,,,追加：四字熟語
2147,平身低頭,へいしんていとう,,,,,,,,1,,,,追加：四字熟語
2148,変幻自在,へんげんじざい,,,,,,,,1,,,,追加：四字熟語
2149,報恩謝徳,ほうおんしゃとく,,,,,,,,1,,,,追加：四字熟語
2150,放歌高吟,ほうかこうぎん,,,,,,,,1,,,,追加：四字熟語
2151,豊年満作,ほうねんまんさく,,,,,,,,1,,,,追加：四字熟語
2152,茫然自失,ぼうぜんじしつ,,,,,,,,1,,,,追加：四字熟語
2153,抱腹絶倒,ほうふくぜっとう,,,,,,,,1,,,,追加：四字熟語
2154,幕天席地,ばくてんせきち,,,,,,,,1,,,,追加：四字熟語
2155,麻姑掻痒,まこそうよう,,,,,,,,1,,,,追加：四字熟語
2156,磨穿鉄硯,ませんてっけん,,,,,,,,1,,,,追加：四字熟語
2157,無芸大食,むげいたいしょく,,,,,,,,1,,,,追加：四字熟語
2158,無念無想,むねんむそう,,,,,,,,1,,,,追加：四字熟語
2159,名詮自性,みょうせんじしょう,,,,,,,,1,,,,追加：四字熟語
2160,明哲保身,めいてつほしん,,,,,,,,1,,,,追加：四字熟語
2161,面従腹背,めんじゅうふくはい,,,,,,,,1,,,,追加：四字熟語
2162,妄言多謝,もうげんたしゃ,,,,,,,,1,,,,追加：四字熟語
2163,勇往邁進,ゆうおうまいしん,,,,,,,,1,,,,追加：四字熟語
2164,有象無象,うぞうむぞう,,,,,,,,1,,,,追加：四字熟語
2165,有職故実,ゆうそくこじつ,,,,,,,,1,,,,追加：四字熟語
2166,悠悠自適,ゆうゆうじてき,,,,,,,,1,,,,追加：四字熟語
2167,容貌魁偉,ようぼうかいい,,,,,,,,1,,,,追加：四字熟語
2168,余韻嫋嫋,よいんじょうじょう,,,,,,,,1,,,,追加：四字熟語
2169,利害得失,りがいとくしつ,,,,,,,,1,,,,追加：四字熟語
2170,立身出世,りっしんしゅっせ,,,,,,,,1,,,,追加：四字熟語
2171,良妻賢母,りょうさいけんぼ,,,,,,,,1,,,,追加：四字熟語
2172,良知良能,りょうちりょうのう,,,,,,,,1,,,,追加：四字熟語
2173,理非曲直,りひきょくちょく,,,,,,,,1,,,,追加：四字熟語
2174,流言飛語,りゅうげんひご,,,,,,,,1,,,,追加：四字熟語
2175,輪廻転生,りんねてんしょう|りんねてんせい,,,,,,,,1,,,,追加：四字熟語
2176,魑魅魍魎,ちみもうりょう,,,,,,,,1,,,,追加：四字熟語
2177,冷汗三斗,れいかんさんと,,,,,,,,1,,,,追加：四字熟語
2178,冷静沈着,れいせいちんちゃく,,,,,,,,1,,,,追加：四字熟語
2179,連戦連勝,れんせんれんしょう,,,,,,,,1,,,,追加：四字熟語
2180,老若男女,ろうにゃくなんにょ,,,,,,,,1,,,,追加：四字熟語
2181,和光同塵,わこうどうじん,,,,,,,,1,,,,追加：四字熟語
2182,和魂洋才,わこんようさい,,,,,,,,1,,,,追加：四字熟語
2183,商売繁盛,しょうばいはんじょう,,,,,,,,1,,,,追加：四字熟語
2184,心願成就,しんがんじょうじゅ,,,,,,,,1,,,,追加：四字熟語
2185,大願成就,たいがんじょうじゅ,,,,,,,,1,,,,追加：四字熟語
2186,開運招福,かいうんしょうふく,,,,,,,,1,,,,追加：四字熟語
2187,招福万来,しょうふくばんらい,,,,,,,,1,,,,追加：四字熟語
2188,学業成就,がくぎょうじょうじゅ,,,,,,,,1,,,,追加：四字熟語
2189,合格祈願,ごうかくきがん,,,,,,,,1,,,,追加：四字熟語
2190,身体健全,しんたいけんぜん,,,,,,,,1,,,,追加：四字熟語
2191,長寿延命,ちょうじゅえんめい,,,,,,,,1,,,,追加：四字熟語
2192,延命長寿,えんめいちょうじゅ,,,,,,,,1,,,,追加：四字熟語
2193,子孫繁栄,しそんはんえい,,,,,,,,1,,,,追加：四字熟語
2194,子孫繁昌,しそんはんじょう,,,,,,,,1,,,,追加：四字熟語
2195,夫婦円満,ふうふえんまん,,,,,,,,1,,,,追加：四字熟語
2196,財運招福,ざいうんしょうふく,,,,,,,,1,,,,追加：四字熟語
2197,金運上昇,きんうんじょうしょう,,,,,,,,1,,,,追加：四字熟語
2198,交通安全,こうつうあんぜん,,,,,,,,1,,,,追加：四字熟語
2199,安全第一,あんぜんだいいち,,,,,,,,1,,,,追加：四字熟語
2200,世界平和,せかいへいわ,,,,,,,,1,,,,追加：四字熟語
2201,小鳥遊,たかなし,,,,,,,,,1,,,追加：難読漢字
2202,四月一日,わたぬき,,,,,,,,,1,,,追加：難読漢字
2203,月見里,やまなし,,,,,,,,,1,,,追加：難読漢字
2204,八月一日,ほづみ,,,,,,,,,1,,,追加：難読漢字
2205,五月七日,つゆり,,,,,,,,,1,,,追加：難読漢字
2206,春夏冬,あきない,,,,,,,,,1,,,追加：難読漢字
2207,九十九,つくも,,,,,,,,,1,,,追加：難読漢字
2208,百々,どど,,,,,,,,,1,,,追加：難読漢字
2209,東海林,しょうじ,,,,,,,,,1,,,追加：難読漢字
2210,御手洗,みたらい,,,,,,,,,1,,,追加：難読漢字
2211,勅使河原,てしがわら,,,,,,,,,1,,,追加：難読漢字
2212,服部,はっとり,,,,,,,,,1,,,追加：難読漢字
2213,物部,もののべ,,,,,,,,,1,,,追加：難読漢字
2214,斑鳩,いかるが,,,,,,,,,1,,,追加：難読漢字
2215,百目鬼,どうめき,,,,,,,,,1,,,追加：難読漢字
2216,鬼頭,きとう,,,,,,,,,1,,,追加：難読漢字
2217,薬袋,みない,,,,,,,,,1,,,追加：難読漢字
2218,纐纈,こうけつ,,,,,,,,,1,,,追加：難読漢字
2219,勘解由小路,かでのこうじ,,,,,,,,,1,,,追加：難読漢字
2220,雲母,きらら,,,,,,,,,1,,,追加：難読漢字
2221,日下,くさか,,,,,,,,,1,,,追加：難読漢字
2222,倶知安,くっちゃん,,,,,,,,,1,,,追加：難読漢字
